boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18589-08,"Modifica el decreto ley N°3.525, de 1980, que crea el Servicio Nacional de Geología y Minería, para establecer la competencia de los tribunales para conocer reclamos contra resoluciones emitidas por ese servicio",parlamentario,Minería y Energía,Minería y Energía | Medio Ambiente y Recursos Naturales,Minería y energía,Medio ambiente,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,Medio ambiente,,,
18590-07,Tipifica el delito de utilización de menores de catorce años para la comisión de delitos y agrava la responsabilidad penal de las organizaciones criminales que los instrumentalicen,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Constitución y justicia,hibrido_institucional_texto,0.839,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:9.00 || score_2=Constitución y justicia:2.50",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Constitución y justicia,,,
18601-06,"Modifica la ley N°18.603, orgánica constitucional de los partidos políticos, para fijar un día para realizar a nivel nacional las elecciones internas de los partidos políticos",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18560-35,"Introduce modificaciones en la ley N° 21.545, que establece la promoción de la inclusión, la atención integral, y la protección de los derechos de las personas con trastorno del espectro autista en el ámbito social, de salud y educación, relativas a su implementación",parlamentario,Personas Mayores y Discapacidad,Personas Mayores y Discapacidad,Personas mayores y discapacidad,,institucional_destinacion,0.97,0,,comision_origen=Personas Mayores y Discapacidad,institutional-hybrid-v0.3,Personas mayores y discapacidad,,,,
18571-08,Establece obligaciones que indica para los exportadores de concentrado de cobre,parlamentario,Minería y Energía,Minería y Energía,Minería y energía,,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,,,,
18572-07,"Modifica el Código Penal, con el objeto de tipificar la incitación pública o apología a la explotación, abuso sexual o pornografía infantil, y consagrar una circunstancia agravante en el caso de que la víctima posea una condición de discapacidad o neurodivergencia",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Constitución y justicia | Personas mayores y discapacidad,revision_semantica,0.96,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.00 || score_2=Personas mayores y discapacidad:8.00",institutional-hybrid-v0.3,Constitución y justicia,Personas mayores y discapacidad,modelo_lenguaje_revision_completa,El bien protegido central es la indemnidad sexual de niños y adolescentes frente a incitación y apología; la discapacidad agrava la vulnerabilidad y la tipificación penal es instrumental.,2026-09-02
18591-07,"Modifica la ley Nº 19.903, que establece el procedimiento para el otorgamiento de la posesión efectiva de la herencia, para facilitar el acceso de los herederos a activos financieros hereditarios",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Economía y hacienda,revision_semantica,0.95,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Cultura y comunicaciones:1.50 || score_2=Constitución y justicia:1.00",institutional-hybrid-v0.3,Cultura y comunicaciones,Constitución y justicia,modelo_lenguaje_piloto,La materia central es el procedimiento sucesorio y el acceso de herederos a bienes de la herencia; los activos financieros son el objeto patrimonial secundario.,2026-09-02
18592-03,"Fortalece los derechos de los pasajeros ante la sobreventa, modificaciones de itinerario, retrasos, cancelaciones y desembarque involuntario en el transporte aéreo",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18593-07,Modifica la Constitución Política para incorporar el derecho a una vivienda digna,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Vivienda y territorio,hibrido_institucional_texto,0.839,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:16.50 || score_2=Vivienda y territorio:13.25",institutional-hybrid-v0.3,Constitución y justicia,Vivienda y territorio,,,
18594-25,Modifica el Código Penal y el Código Procesal Penal para sancionar la extorsión territorial y el cobro de protección,parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18595-07,Modifica la Constitución Política para disponer una cotización única de salud para los trabajadores pluriempleados y los pensionados que continúan ejerciendo labores remuneradas,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento | Trabajo y Seguridad Social",Trabajo y seguridad social,Constitución y justicia,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Constitución, Legislación, Justicia y Reglamento || comision_sustantiva=Trabajo y Seguridad Social",institutional-hybrid-v0.3,Trabajo y seguridad social,Constitución y justicia,,,
18596-06,Obliga a registrar un correo electrónico para efectos de notificación en domicilio digital,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18602-07,Modifica diversos cuerpos legales para agravar las sanciones por maltrato contra animales,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,revision_semantica,0.93,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:7.75 || score_2=Gobierno interior y descentralización:4.50",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_revision_completa,El proyecto agrava sanciones penales por maltrato animal y la taxonomía actual no contiene una categoría específica de bienestar animal; se conserva la materia penal como clasificación principal sin forzar un tema ambiental o agrícola.,2026-09-02
18603-13,Dispone un permiso laboral para el retiro de medicamentos en establecimientos de atención primaria y secundaria de salud,parlamentario,Trabajo y Seguridad Social,Salud | Trabajo y Seguridad Social,Trabajo y seguridad social,Salud,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,Salud,,,
18604-07,Modifica el Código Penal para agravar la pena por la receptación de vehículos en supuestos que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Transportes y telecomunicaciones | Constitución y justicia,revision_semantica,0.98,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Transportes y telecomunicaciones:11.75 || score_2=Constitución y justicia:9.00",institutional-hybrid-v0.3,Transportes y telecomunicaciones,Constitución y justicia,modelo_lenguaje_revision_completa,Agrava la receptación de vehículos como parte de redes asociadas al robo y comercialización ilícita; los vehículos son el objeto material del delito.,2026-09-02
18577-03,"Modifica la ley N° 20.720, que sustituye el régimen concursal vigente por una ley de reorganización y liquidación de empresas y personas, y perfecciona el rol de la Superintendencia del ramo, en los términos que indica",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18578-37,Declara el día 30 de septiembre de cada año como el &quot;Día del Soldado Desconocido&quot;,parlamentario,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Patrimonio, Artes, Deportes y Recreación",institutional-hybrid-v0.3,"Cultura, patrimonio y deporte",,,,
18579-07,"Modifica el Código Penal, para incorporar los delitos de atentados graves contra la dignidad y la igualdad e incitación pública al odio",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:13.50 || score_2=Derechos humanos:4.50",institutional-hybrid-v0.3,Constitución y justicia,,,,
18580-07,"Modifica el artículo 101 de la Carta Fundamental, con el objeto de establecer la inhabilidad que indica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Defensa,Constitución y justicia | Gobierno interior y descentralización,revision_semantica,0.94,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.75 || score_2=Defensa:9.75",institutional-hybrid-v0.3,Constitución y justicia,Defensa,modelo_lenguaje_revision_completa,La reforma regula la relación entre altos mandos de Fuerzas Armadas y de orden y cargos políticos de confianza; el mecanismo es una inhabilidad constitucional.,2026-09-02
18600-06,Declara feriado nacional el 17 de septiembre de 2026,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18605-15,"Modifica la ley N°18.290, de Tránsito, para disponer como infracción gravísima supuestos en que la víctima es una persona adulta mayor, con discapacidad o neurodivergente",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18606-08,Regula situación de labores mineras abandonadas,parlamentario,Minería y Energía,Minería y Energía,Minería y energía,,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,,,,
18610-07,"Modifica la Constitución Política para disponer un plazo de prescripción en las acciones de cobro de los créditos otorgados conforme a la ley N° 20.027, sobre financiamiento de estudios de educación superior",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Hacienda | Constitución, Legislación, Justicia y Reglamento",Educación,Economía y hacienda | Constitución y justicia,revision_semantica,0.95,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:11.25 || score_2=Educación:10.25",institutional-hybrid-v0.3,Constitución y justicia,Educación,modelo_lenguaje_revision_completa,El proyecto incide directamente en créditos destinados al financiamiento de estudios superiores; prescripción de cobro y consecuencias fiscales son dimensiones secundarias.,2026-09-02
